company_id,slug,company_name,domain,one_line_description,founded_year,hq_country,hq_city,region,total_raised_usd,last_round_date,last_round_stage,last_round_size_usd,headcount,headcount_growth_6mo,vla_classification,vla_evidence_type,vla_evidence_url,vla_evidence_quote,models_used,pain_score,pain_signal_url,pain_signal_quote,pain_summary,spend_tier,spend_rationale,vertical,lockin_status,lockin_evidence_url,openness_score,notes,score,tier
c006,trossen-robotics,Trossen Robotics,trossenrobotics.com,US robotic-arm vendor with LeRobot integrations,2004,USA,Downers Grove,us_other,,,,,,,vla_likely,2,https://github.com/TrossenRobotics/lerobot_trossen,LeRobot Trossen Robotics hardware integrations,lerobot,0,https://github.com/TrossenRobotics,Hardware integrations across IsaacSim ManiSkill LeRobot,Hardware vendor that ships LeRobot kits; mostly enabling other peoples' VLAs.,c,Bootstrapped hardware vendor; no disclosed VC funding.,research_only,lockin_open,https://github.com/TrossenRobotics,2,Interbotix brand parent; sells WidowX/ALOHA arms,45,2
c073,tuul-ai,Tuul AI,tuul.ai,German LeRobot-based robotics education startup,,Germany,,international,,,,,,,vla_likely,2,https://github.com/tuul-ai,tuul.ai LeRobot fork zero-to-hero AI robots,lerobot,0,https://github.com/tuul-ai,RobotBuilder course and so101_sim,Educational LeRobot fork; not building production VLA infra.,c,Tiny education-focused org with no funding signal.,research_only,lockin_open,https://github.com/tuul-ai,1,Education-focused; small repos,40,3
c008,ufactory,UFACTORY,ufactory.cc,Chinese xArm collaborative robot manufacturer,2014,China,Shenzhen,international,,,,,,,vla_likely,2,https://github.com/xArm-Developer/lerobot,LeRobot UFACTORY Compatible end-to-end learning,lerobot,0,https://github.com/xArm-Developer,xArm ROS2 SDK and LeRobot integration,Arm vendor enabling VLA training on their hardware.,c,Hardware vendor; bootstrapped; no major VC.,research_only,lockin_open,https://github.com/xArm-Developer,2,xArm5/6/7 series for research and industry,45,2
c042,ugo,ugo,ugo.plus,Japanese service-robot company with LeRobot integration,2018,Japan,Tokyo,international,,,,,,,vla_active,2,https://github.com/ugo-plus,ugo Pro integration for LeRobot imitation learning,lerobot|gr00t,0,https://github.com/ugo-plus,Active Isaac-GR00T fork March 2026,Service robot company building on GR00T+LeRobot stack.,c,Existing service-robot company; funding not confirmed.,mobile_manipulator_other,lockin_diy,https://github.com/ugo-plus,2,Tokyo SaaS-robot operator,45,2
c036,vassar-robotics,Vassar Robotics,vassarrobotics.com,YC X25 $200 home humanoid arm dev kit,2025,USA,,us_other,500000,2025-06,seed,500000,,,vla_active,2,https://github.com/vassar-robotics/Shoebill-Leader-Follower-Robotic-Arms,Robotic arms with improvements over SO-101 design,lerobot|smolvla,1,https://www.workatastartup.com/companies/30511,YC P25 actively hiring,Tiny YC team building on SO-101 and LeRobot.,c,YC seed ~$500K and Andreessen check; <10 headcount.,consumer_home,lockin_open,https://github.com/vassar-robotics,2,Founder Charles Yong; Navrim arm,60,2
c020,vizuara-ai,Vizuara AI,vizuara.ai,Indian AI consultancy/training shop with SO-101 finetunes,,India,,international,,,,,,,vla_active,1,https://huggingface.co/Vizuara/dreamzero-so101-lora,DreamZero LoRA Models robotics-focused fine-tuning,smolvla|custom,0,https://huggingface.co/Vizuara,Three HF models DreamZero crack-segmentation,Education-shop with light SO-101 finetuning.,c,Consultancy/edu; no major fundraise.,research_only,lockin_open,https://huggingface.co/Vizuara,1,Mostly an AI bootcamp brand,50,2
c019,vrfai,VRFAI,,Edge VLA quantization non-profit,,,,,,,,,,,vla_active,3,https://huggingface.co/vrfai,Edge AI optimization GR00T N1.6 INT8 edge models,gr00t|custom,0,https://huggingface.co/vrfai,VLA edge optimization quantization INT8 INT4,Non-profit doing Jetson-grade VLA quantization; not a Reflex buyer.,c,Non-profit; no funding; not a commercial customer.,research_only,lockin_jetson_only,https://huggingface.co/vrfai,1,Edge focus rules out cloud inference need,48,2
c009,wandelbots,Wandelbots,wandelbots.com,German industrial robot OS NOVA platform,2017,Germany,Dresden,international,123000000,2022-01,series_c,84000000,170,,vla_likely,2,https://github.com/wandelbotsgmbh,Wandelbots Everyone can work with robots NOVA SDK,lerobot,1,https://github.com/wandelbotsgmbh,Catalog nova-vda5050 wandelbots-nova active,NOVA OS team building robot-agnostic deployment platform.,b,$123M Series C 2022; ~170 headcount; mature.,humanoid_industrial,lockin_diy,https://wandelbots.com,3,Pre-VLA but adjacent; could need cloud inference for AI features,55,2
c021,webstep,Webstep,webstep.no,Norwegian consultancy with smolvla finetunes,1999,Norway,Oslo,international,,,,,,,vla_active,1,https://huggingface.co/webstep/smolvla_single_orange_duplo_pickup,smolvla single orange DUPLO pickup model,smolvla,0,https://huggingface.co/webstep,Multiple smolvla finetune demos,Software consultancy demoing SmolVLA; not a serious buyer.,c,Established consultancy but tiny robotics presence.,research_only,lockin_open,https://huggingface.co/webstep,1,Nordic IT consultancy; robotics is a side experiment,50,2
c051,wego-robotics,WeGo Robotics,wego-robotics.com,Korean LeRobot integrator for Unitree G1 and Piper,,South Korea,,international,,,,,,,vla_likely,2,https://github.com/WeGo-Robotics/lerobot_robot_piper,Multi-arm teleoperation plugin Agilex Piper LeRobot,lerobot,0,https://github.com/WeGo-Robotics,g1-gui-controller wego_deep_learning,Hardware integrator/distributor with LeRobot tooling.,c,Small Korean integrator; no funding signal.,research_only,lockin_open,https://github.com/WeGo-Robotics,2,Likely distributor/SI shop,45,2
c052,westonrobot,WestonRobot,westonrobot.com,Singapore mobile-robot platform vendor,2017,Singapore,Singapore,international,,,,,,,vla_likely,2,https://github.com/westonrobot,WestonRobot LeRobot fork ugv_sdk,lerobot|custom,0,https://github.com/westonrobot,Ranger UGV SDK Unitree ROS2 navigation devkit,UGV/AGV vendor adding LeRobot; not deep on VLA.,c,Hardware vendor; Singapore SME.,mobile_manipulator_other,lockin_open,https://github.com/westonrobot,1,Mostly UGV chassis and SDK,40,3
c031,yaak-ai,Yaak.ai,yaak.ai,Berlin spatial-intelligence platform for AV/agriculture data,2020,Germany,Berlin,international,9650000,2022-02,seed,7300000,,,vla_likely,2,https://github.com/yaak-ai/rmind,Foundation models for spatial intelligence,custom|lerobot,1,https://yaak.ai,Hiring rmind foundation model team,Building proprietary spatial-intelligence foundation models.,b,$9.65M raised; substantial seed; mid-size team.,mobile_manipulator_other,lockin_diy,https://github.com/yaak-ai,3,Auto/agri/industrial; multimodal datasets focus,55,2
c075,zenbotix,ZenBotix,,LeRobot LeKiwi mobile manipulator hobbyist org,,,,,,,,,,,vla_likely,2,https://github.com/zenbotix/lerobot_dex,Dex an instantiation of the LeKiwi LeRobot fork,lerobot,0,https://github.com/zenbotix,Three repos lidar drivers and LeKiwi,Tiny solo project; not commercial.,c,Hobbyist/research; no funding.,research_only,lockin_open,https://github.com/zenbotix,1,Last commit May 2025; appears semi-stale,40,3
c057,zeroshot,ZeroShot,zeroshotdata.com,US data shop on GR00T/EgoMimic for manipulation,,USA,,us_other,,,,,,,vla_active,2,https://github.com/ZeroShotData/Isaac-GR00T,NVIDIA Isaac GR00T N1.5 generalized humanoid robot reasoning,gr00t|custom,0,https://github.com/ZeroShotData,Isaac-GR00T EgoMimic UMI piper_ros forks,Data services shop building on multiple VLA bases.,c,Small team; no public fundraise data.,research_only,lockin_open,https://github.com/ZeroShotData,2,Most repos last updated mid-2025; cadence slowing,55,2
c156,brightpick,Brightpick,brightpick.com,Slovak warehouse autopicker AMR fleet operator,2021,Slovakia,Bratislava,international,52000000,2024-01,series_b,12000000,250,,vla_possible,5,https://brightpick.ai,Autopicker first commercially available AMR that picks,custom,1,https://brightpick.ai,Hiring; production fleet AMR with 3D vision,Production-deployed warehouse AMR fleet; classical perception likely.,a,$52M raised; 250 staff; production fleet deployment.,mobile_manipulator_warehouse,lockin_unknown,,1,Site brightpick.com is placeholder; brightpick.ai is real,47,2
c111,osaro,Osaro,osaro.com,SF piece-picking software for warehouse automation,2014,USA,San Francisco,california,86800000,2023-12,debt,17640000,,,vla_possible,5,https://osaro.com,Piece-picking robots for warehouse automation using AI vision,custom,0,https://a16z.com/portfolio/,a16z portfolio warehouse manipulation,Long-running picking-vision company; classical pipelines likely.,b,$86.8M raised; mid-size team; mature.,mobile_manipulator_warehouse,lockin_unknown,,1,Careers page returned 404; signs of stagnation,32,3
c155,ambi-robotics,Ambi Robotics,ambirobotics.com,"Parcel sortation manipulation robots, Berkeley spinout",2018,USA,Berkeley,california,66700000,2022-10,series_b,32000000,58,,vla_possible,,,,custom,0,https://www.ambirobotics.com/careers,Join our team — explore a career at Ambi Robotics,No current job board signal; vertical adjacent to manipulation.,b,$66.7M raised; ~58 headcount; deployed in parcel sortation.,mobile_manipulator_warehouse,lockin_unknown,,1,Berkeley AI Research spinout (Goldberg lab); manipulation-focused.,32,3
c133,hello-robot,Hello Robot,hello-robot.com,Stretch 3 open-source mobile manipulator for research/home,2017,USA,Martinez,us_other,5290000,2023-01,grant,2500000,5,,vla_active,2,https://github.com/hello-robot/stretch_ai,Robot policies and integrated AI for the Stretch mobile manipulator,custom|lerobot,1,https://hello-robot.com/careers,Contact info@hello-robot.com — small team passionate builders,Open-source; ships Stretch AI repo; LeRobot/HF aligned.,c,~$5M grants; small team (~5+); open-source mobile manipulator.,research_only,lockin_open,https://github.com/hello-robot/stretch_ai,3,Heavy LeRobot/HF integration; openvla compatible; sells to research labs.,65,2
c140,locus-robotics,Locus Robotics,locusrobotics.com,"Warehouse AMRs alongside human pickers, Series F unicorn",2014,USA,Wilmington,us_other,432820000,2022-11,series_f,117000000,,,vla_likely,4,,,custom,1,,PhD Research Intern – AI & Computer Vision (UK Remote),One AI/CV PhD intern req; mostly classical robotics infra.,a,$432M raised; $2B valuation; warehouse-fleet deployments at scale.,mobile_manipulator_warehouse,lockin_unknown,,1,One CV/AI research role hints at ML investment; unclear VLA usage.,59,2
c118,moon-surgical,Moon Surgical,moonsurgical.com,"Maestro laparoscopy assistant robot, NVIDIA-backed",2020,France,Paris,international,86700000,2023-05,series_b,55400000,,,vla_likely,4,https://www.feedtheai.com/nventures-portfolio-ai-startups-backed-by-nvidia/,NVentures portfolio — Maestro robotic surgical assistant for minimally invasive surgery,custom,0,,Careers page 404,No infra signal accessible.,b,$86.7M raised; NVentures-backed; Series B closed.,surgical_medical,lockin_unknown,,1,NVentures backing suggests NV inference stack; surgical robotics adjacent to VLA potential.,44,3
c148,shadow-robot,Shadow Robot,shadowrobot.com,"Dexterous robotic hands and teleoperation, London",1987,United Kingdom,London,international,,,,,,,vla_likely,4,https://humanoidroboticstechnology.com/news/shadow-robot-unveils-the-worlds-most-robust-dexterous-hand-developed-with-google-deepmind/,Dexterous hand developed with Google DeepMind for robotic manipulation research,custom,0,,Careers page 404,Careers 404; DeepMind partnership signals foundation-model adjacency.,c,Funding undisclosed; small specialized hardware company.,humanoid_general,lockin_open,https://humanoidroboticstechnology.com/news/shadow-robot-unveils-the-worlds-most-robust-dexterous-hand-developed-with-google-deepmind/,2,Sells dexterous hands to VLA labs; DeepMind co-developed latest hand.,45,2
c242,embodied-ai,Embodied AI,embodiedai.ch,"Soft-arm Helix manipulator with in-house VLA models, Lausanne",2024,Switzerland,Lausanne,international,,,,,,,vla_active,3,https://embodiedai.ch/,Training in-house Visual Language Action models to teach robots,custom,1,https://embodiedai.ch/,Actively hiring across technical stacks; contact info@embodiedai.ch,Explicit in-house VLA training claimed on homepage.,c,Stealth-stage EPFL spinout; small team; very early.,humanoid_general,lockin_diy,https://embodiedai.ch/,1,EPFL Create Lab spinout; explicit in-house VLA models on website; soft manipulation niche.,45,2
c187,x-square-robot,X Square Robot,x2robot.com,"WALL-A VLA + world model robot foundation models, Shenzhen",2023,China,Shenzhen,international,,2026-01,series_a_plus_plus,140000000,,,vla_active,4,https://www.therobotreport.com/x-square-robot-secures-140m-in-funding-for-ai-foundation-models/,WALL-A combines vision-language-action models with world models for manipulation,custom|wall_oss,2,https://www.therobotreport.com/x-square-robot-secures-140m-in-funding-for-ai-foundation-models/,Closed-loop hardware data foundation-model integration,VLA-native foundation model lab; released WALL-OSS open-source model Sept 2025.,a,$140M Series A++ Jan 2026; ByteDance + Alibaba + Meituan backers.,humanoid_general,lockin_unknown,https://www.therobotreport.com/x-square-robot-secures-140m-in-funding-for-ai-foundation-models/,2,xsquare.ai redirects to xsquaretechnologies.com (different company - warehouse forklifts). True X Square Robot info from RobotReport. | lockin reclass: open-source model release ≠ DIY serving | corrected domain x2robot.com (not xsquare.ai which is unrelated company),81,1
c228,agibot,AgiBot,agibot.com,Chinese humanoid mass-production leader (Zhiyuan Robotics),2023,China,Shanghai,international,83800000,2025-03,series_b,,,,vla_active,3,https://www.agibot.com/,AGIBOT World Dataset enterprise quality realistic task dataset for embodied AI,custom|agibot_world,1,https://www.scmp.com/tech/big-tech/article/3337477/chinas-agibot-targets-us142-million-revenue-march-humanoid-robots-gathers-pace,Targeting $142M revenue; mass humanoid production with Tencent/HongShan/BYD backing,Building embodied-AI foundation models at scale; massive data + compute.,a,~$84M raised across 8 rounds; >$1.4B valuation; mass production targets.,humanoid_general,lockin_diy,https://www.agibot.com/,2,Open-sourced AgiBot World dataset + Genie Studio platform; VLA-native.,70,2
c249,foundation,Foundation,foundation.bot,"Phantom humanoid + Cortex AI for industrial/defense work, SF",2024,USA,San Francisco,california,21000000,2025,seed,,45,,vla_likely,4,https://foundation.bot/,Cortex — the AI that powers Phantom's perception learning and autonomy,custom,2,https://www.foundation.bot/careers,Principal Compute Architect; Robotics Build Engineer; ~10 open roles,Active hiring including compute architect role; humanoid + Cortex AI stack.,b,~$21M raised; 45-person team; raising $100M at $1B valuation.,humanoid_industrial,lockin_diy,https://foundation.bot/,2,Hybrid AI + novel actuators; targeting defense; Cortex AI in-house build.,57,2
c178,galbot,Galbot,galbot.com,"G1 mobile manipulator with embodied foundation models, Beijing",2023,China,Beijing,international,800000000,2025,series_c,300000000,,,vla_active,4,https://www.therobotreport.com/galbot-brings-in-300m-to-scale-mobile-manipulator-deployments/,Full-stack in-house development across hundreds-of-billion-scale datasets and embodied foundation models,custom,1,https://www.therobotreport.com/galbot-brings-in-300m-to-scale-mobile-manipulator-deployments/,$300M to scale mobile manipulator deployments,VLA-native embodied AI lab; sim-pretraining + real fine-tuning.,a,~$800M total raised; $3B valuation; 30+ city deployments.,mobile_manipulator_other,lockin_unknown,https://www.therobotreport.com/galbot-brings-in-300m-to-scale-mobile-manipulator-deployments/,2,"Galbot homepage minimal English content; relies on press for details. | lockin reclass: Genie Studio is product platform, no direct serving-stack signal",74,1
c186,lumos-robotics,Lumos Robotics,lumosrobotics.ai,"Tactile humanoid VLA platform, Shenzhen, ~$28M angel",2024,China,Shenzhen,international,28000000,,angel,,,,vla_active,4,https://kr-asia.com/touch-enabled-robots-inch-closer-to-reality-as-lumos-robotics-secures-new-funding,developed a vision-language-action (VLA) framework and is preparing to launch its first VTLA,custom,0,https://www.linkedin.com/company/lumos-robotics,No public careers/jobs page surfaced; LinkedIn shows 51-200 employees,No public infra job signal but explicit VLA/VTLA model R&D underway.,b,"~$28M raised, 51-200 headcount per LinkedIn, building own VLA stack",humanoid_general,lockin_diy,https://kr-asia.com/touch-enabled-robots-inch-closer-to-reality-as-lumos-robotics-secures-new-funding,1,Domain lumosrobotics.ai unreachable (ECONNREFUSED); confirmed via kr-asia and humanoids.dev; FastUMI data tooling,50,2
c234,magiclab,MagicLab,magiclab.top,"China humanoid platform building VLA models, Wuxi, post-Series B",2023,China,Wuxi,international,,2026-03,series_b,69000000,300,,vla_likely,7,https://x.com/XRoboHub/status/1924100325969170824,"funding will fuel iterative R&D of core embodied intelligence technology, build VLA models",custom,0,https://magiclab.top,Careers page 404; LinkedIn lists 201-500 employees,No public infra reqs but founder-incubated by Dreame and stated VLA roadmap.,a,500M RMB ~$69M Mar 2026 round; 201-500 headcount; full-stack humanoid,humanoid_general,lockin_diy,https://autonews.gasgoo.com/articles/icv/seeds-magiclab-officially-announces-500-million-yuan-new-funding-2031616054575349761,1,Total raised not disclosed - multiple rounds (150M angel Dec24 + 500M Mar26); VLA roadmap per RoboHub X post,50,2
c376,agile-robots,Agile Robots,agile-robots.com,Industrial humanoid robotics Munich DLR spinout,2018,Germany,Munich,international,350000000,,,,2500,,vla_likely,5,https://www.therobotreport.com/agile-robots-launches-agile-one-industrial-humanoid/,layered approach to AI using teleoperation simulation and video data,custom,2,https://www.therobotreport.com/agile-robots-launches-agile-one-industrial-humanoid/,Agile ONE humanoid launch with DeepMind partnership,Production humanoid scale-up with DeepMind partnership signals serving needs,a,$350M+ raised SoftBank-led with 2500 headcount and production humanoid plus DeepMind partner,humanoid_industrial,lockin_unknown,,1,DeepMind partnership Mar 2026,66,2
c370,booster-robotics,Booster Robotics,booster.tech,Low-cost humanoid platform for developers Beijing,2023,China,Beijing,international,13900000,2025-06,series_a_plus,13900000,,,vla_possible,,,,custom,0,https://www.booster.tech/,RoboCup champion humanoid for developers and researchers,Humanoid platform sold to research labs; foundation-model usage by customers not company,b,~$14M raised; mass production reached 1000 units; humanoid hardware vendor,humanoid_general,lockin_unknown,,1,Robot vendor not policy developer; original boosterobotics.com redirects to booster.tech,32,3
c377,gen-0-generalist-ai,GEN-0 / Generalist AI,generalistai.com,Embodied foundation model trained on 270k hours manipulation,2024,USA,San Francisco,california,,2025-03,seed,,,,vla_active,4,https://generalistai.com/blog/nov-04-2025-GEN-0,GEN-0 embodied foundation model 1B-10B+ params 270000 hours manipulation data,custom,3,https://generalistai.com/careers,Join us in building the next generation of embodied intelligence,Custom 1-10B foundation model with O(10K) cores multi-cloud contracts; massive infra spend,a,Nvidia-backed seed; founders ex-DeepMind/Boston Dynamics/OpenAI; building 10B+ foundation model with petabytes data,humanoid_general,lockin_diy,https://generalistai.com/blog/nov-04-2025-GEN-0,2,Custom dataloaders multi-cloud contracts; reported $11B valuation talks,85,2
c265,one-robot,One Robot,onerobot.io,World models for VLA evals and training simulation,2026,USA,,us_other,,,,,,,vla_likely,4,https://www.onerobot.io/,We build simulation environments realistic to see and interact with,custom,0,https://www.onerobot.io/,YC W26 stealth no public jobs page,Sim/world model platform for VLA training; serves VLA companies as customer not user,c,YC W26 just-launched; <5 headcount,research_only,lockin_unknown,,1,Sim provider not VLA inference customer; serves Reflex's customers,34,3
c353,rhoda-ai,Rhoda AI,rhoda.ai,FutureVision video-predictive control foundation model robotics,2024,Singapore,Singapore,international,450000000,2026-03,series_a,450000000,,,vla_active,4,https://www.businesswire.com/news/home/20260310715139/en/Rhoda-AI-Exits-Stealth-with-$450-Million-Series-A-to-Bring-Robots-Out-of-the-Lab-and-Into-the-Real-World,FutureVision video-predictive control foundation model trained on internet-scale video,custom,3,https://www.businesswire.com/news/home/20260310715139/en/Rhoda-AI-Exits-Stealth-with-$450-Million-Series-A-to-Bring-Robots-Out-of-the-Lab-and-Into-the-Real-World,Exits stealth $450M Series A Temasek-backed,Massive foundation-model build; $1.7B val implies large infra spend; ex-QuantumScape CEO,a,$450M Series A at $1.7B valuation; building closed-loop video-predictive foundation model,humanoid_general,lockin_diy,https://www.businesswire.com/news/home/20260310715139/en/Rhoda-AI-Exits-Stealth-with-$450-Million-Series-A-to-Bring-Robots-Out-of-the-Lab-and-Into-the-Real-World,1,Stanford Wetzstein involved; FutureVision distinct from VLA but adjacent,80,2
c281,adagy-robotics,Adagy Robotics,,Remote intervention service for autonomous robots labels foundation-model data,,USA,,us_other,,,,,,,vla_likely,4,https://www.ycombinator.com/companies/adagy-robotics,Adagy Robotics provides labeled data to create a robotics foundation model,custom,0,https://www.workatastartup.com/companies/adagy-robotics,Open positions on workatastartup,Provides data labeling for robotics foundation models; serves VLA companies,c,YC W24 small early-stage data infra play,research_only,lockin_unknown,,1,Founders ex-Boston Dynamics/Tesla; serves customers,34,3
c385,addverb-technologies,Addverb Technologies,addverb.com,Warehouse automation and humanoid Reliance-backed Noida,2016,India,Noida,international,,,,,,,vla_likely,4,https://inc42.com/features/addverbs-humanoid-bet-how-this-noida-robotics-startup-is-building-physical-ai/,vision-language-action VLA models enable robots to perform complex tasks,custom,2,https://careers.addverb.com/,Careers page open multiple roles,Reliance-backed humanoid bet with explicit VLA mention but no specific frameworks named,a,Reliance 54% stake; 2000+ robots deployed 350+ clients; humanoid build,humanoid_industrial,lockin_unknown,,1,Elixir humanoid; physical AI separate site addverb.ai,66,2
c359,aeirobot,AeiROBOT,,Korean humanoid leveraging Isaac GR00T platform,,South Korea,Seoul,international,9700000,2025-07,series_a,7200000,,,vla_active,4,https://en.wowtale.net/2025/07/13/231588/,early adopter of the Isaac GR00T platform AI system optimized for humanoid control,gr00t,1,https://en.wowtale.net/2025/07/13/231588/,K-Humanoid Alliance core member,GR00T-based humanoid; clear NVIDIA stack lock-in possible but cloud question open,c,~$9.7M total raised; small Korean humanoid; gov-backed alliance,humanoid_general,lockin_unknown,https://en.wowtale.net/2025/07/13/231588/,1,Hanyang spinout; ALICE humanoid,49,2
c354,ai2-robotics,AI2 Robotics,ai2robotics.com,Embodied foundation model robots AlphaBot China,2023,China,Shenzhen,international,145000000,2026-02,series_b,145000000,,,vla_active,3,https://newmarketpitch.com/blogs/news/robotics-funding-news,combines proprietary robot hardware with foundation models,custom,3,https://newmarketpitch.com/blogs/news/robotics-funding-news,Series B financing for embodied AI robot platform expansion,Embodied foundation models with hardware; massive scale-up to 10K units; large infra need,a,$145M Series B at $2.93B valuation; scaling to 10K units; multi-city ops,humanoid_general,lockin_diy,https://newmarketpitch.com/blogs/news/robotics-funding-news,1,Founder Dr. Guo Yandong; multi-city CN ops,80,2
c402,aigen,Aigen,aigen.io,Solar-powered weeding rover with NVIDIA Cosmos post-training,,USA,Kirkland,us_other,23540000,,series_b,,,,vla_active,4,https://www.aigen.io/,post-training NVIDIA Cosmos open world foundation models on specialized data,cosmos,1,https://jobs.lever.co/aigen/,Lever careers page,Cosmos foundation model post-training is direct VLA-curve indicator with Jetson Orin edge,b,$23.5M total raised; agricultural rover with foundation-model post-training,agriculture,lockin_jetson_only,https://www.aigen.io/,1,Cosmos post-training + Isaac Sim + Jetson Orin,63,2
c352,ami,AMI,,World models AI for physical environments Paris,,France,Paris,international,1000000000,2026-Q1,seed,1000000000,,,vla_likely,4,,,custom,3,,Europe's largest-ever seed funding round,Massive seed for world-model build; targets robotics healthcare industrial,a,$1B seed; world-model foundation lab; massive compute spend implied,research_only,lockin_diy,,1,No domain identified; Paris world-model lab,70,2
c280,asimov,Asimov,tryasimov.ai,"Robotics training-data marketplace, YC W26",,USA,,us_other,,2026-03,seed,,,,vla_possible,,https://tryasimov.ai,clean annotated datasets including egocentric video 3D body pose depth maps,custom,0,https://tryasimov.ai,,Data company not policy company; no inference workload,c,"YC W26, recent seed, small team",research_only,lockin_open,https://tryasimov.ai,2,"Data marketplace not VLA shop, but ecosystem-adjacent",33,3
c384,ati-motors,Ati Motors,atimotors.com,Indian industrial AMR maker launching humanoid Sherpa Mecha,2017,India,Bengaluru,international,37000000,2025-07,series_b,20000000,,,vla_possible,,https://atirobotics.ai/company/careers/,Engineer Wire Harness Sales Service positions,custom,1,https://atirobotics.ai/company/careers/,Engineer - Wire Harness; Engineer - Service & Solutions,"8 reqs, mostly service/sales/manufacturing, no ML infra hires",b,"$37M total, mid-stage with humanoid product launch",humanoid_industrial,lockin_unknown,https://atirobotics.ai/company/careers/,1,Domain redirects to atirobotics.ai; humanoid is new,37,3
c418,avride,Avride,avride.ai,Yandex spinout autonomous delivery bots and AVs,,USA,Austin,us_other,,,,,,,vla_possible,,https://avride.ai,in-house hardware customized to enhance our proprietary technology,custom,0,https://avride.ai,,No careers/blog signal on landing page,b,"Yandex-spinout scale, 250K+ deliveries, Rakuten deal",last_mile_delivery,lockin_diy,https://avride.ai,1,Mature stack from Yandex SDG; in-house hardware/software,28,3
c362,bone-ai,Bone AI,bone.ai,"Defense physical AI for UAV/UGV/USV, Seoul + Palo Alto",2025,South Korea,Seoul,international,12000000,2025-11,seed,12000000,,,vla_likely,4,https://techcrunch.com/2025/11/17/bone-ai-raises-funding-to-challenge-asias-defense-giants-with-next-gen-ai-powered-robotics/,"fully unified AI platform that ties together software, hardware, and manufacturing",custom,0,https://www.bonerobotics.ai/,,Domain bone.ai for sale; real site bonerobotics.ai,b,"$12M seed, 7-figure B2G contract first year",defense_dual_use,lockin_unknown,https://www.bonerobotics.ai/,1,Real domain is bonerobotics.ai; bone.ai is parked,44,3
c257,boost-robotics,Boost Robotics,boostrobotics.ai,"Physical agents for datacenter inspection, YC X25",2025,USA,,us_other,,,,,,,vla_likely,4,https://www.boostrobotics.ai,Physical agents for digital infrastructure,custom,1,https://www.boostrobotics.ai,actively hiring,Hiring portal exists; datacenter focus relevant to Reflex,c,YC X25 small team; NVIDIA Inception,mobile_manipulator_other,lockin_open,https://www.boostrobotics.ai,1,Datacenter inspection means Reflex prospects could co-locate,45,2
c331,breaker,Breaker,breakerindustries.com,"Voice-driven multi-robot agent for defense, AVALON",,USA,,us_other,,,,,,,vla_likely,4,https://www.breakerindustries.com,natural voice command interface mission-context processing 100% onboard,custom,1,https://www.breakerindustries.com,Perception Engineer; Robotics Software Engineer,3 reqs including perception and platform engineer,c,Bessemer portfolio defense; size unknown,defense_dual_use,lockin_jetson_only,https://www.breakerindustries.com,1,"AVALON runs 100% onboard - edge-only, not Reflex fit",43,3
c403,burro,Burro,burro.ai,"Autonomous carts for specialty-crop ag, Pennsylvania",,USA,Philadelphia,us_other,,,,,,,vla_likely,4,https://burro.ai/careers,Senior Robotics AI Engineer,custom,2,https://burro.ai/careers,Senior Robotics AI Engineer; Senior Manager Perception Planning Controls,"9 reqs incl perception/AI roles, no explicit infra",b,"Active commercial fleet, multiple AI hires",agriculture,lockin_unknown,https://burro.ai/careers,2,Perception/planning/controls hiring suggests ML stack growth,61,2
c414,coco-robotics,Coco Robotics,cocodelivery.com,Sidewalk delivery bots with Coco 2 autonomy,,USA,Los Angeles,california,80000000,,growth,80000000,,,vla_likely,4,https://www.therobotreport.com/coco-robotics-raises-80m-to-scale-sidewalk-delivery-robots/,largest dataset of sidewalk robot operations operational data continuously strengthening fleet AI,custom,0,,,Both careers and main domain failed,b,$80M raised; Uber Eats and DoorDash deployed,last_mile_delivery,lockin_diy,,1,Domain unreachable; large fleet data + autonomy posture,40,3
c272,congruent,Congruent,congruent.io,"Radar for end-to-end autonomy, YC W26",,USA,,us_other,,2026-03,seed,,,,vla_likely,4,https://congruent.io,only radar for end-to-end autonomy training with real and synthetic radar data,custom|world_model,1,https://congruent.io,PhDs in machine learning sensor systems generative models,"YC W26, world-model + radar generative sim",c,YC W26 small team,research_only,lockin_open,https://congruent.io,1,World-model + radar gen sim; AV sensor company more than VLA,45,2
c450,daedalus,Daedalus,daedalus.ai,"AI-powered autonomous precision-manufacturing factories, ex-OpenAI Robotics",,Germany,Karlsruhe,international,40000000,2024-02,series_a,21000000,,,vla_likely,4,https://techcrunch.com/2024/02/08/daedalus-manufacturing-jonas-schneider-openai-robotics-raises-21-million/,building precision-manufacturing factories powered by AI,custom,0,,,Domain ECONNREFUSED,b,"$40M+ total, OpenAI-Robotics founder",mobile_manipulator_other,lockin_diy,https://techcrunch.com/2024/02/08/daedalus-manufacturing-jonas-schneider-openai-robotics-raises-21-million/,2,Domain unreachable; founder ex-OpenAI Robotics is strong VLA-likely signal,45,2
